nodeId1,portId1,nodeId2,portId2,bandwidth,delay
11,23,2415,11,112Gbps,20ns
11,24,2416,11,112Gbps,20ns
11,25,2417,11,112Gbps,20ns
12,0,2055,0,400Gbps,20ns
12,1,1374,0,400Gbps,20ns
12,2,2394,12,112Gbps,20ns
12,3,2395,12,112Gbps,20ns
12,4,2396,12,112Gbps,20ns
12,5,2397,12,112Gbps,20ns
12,6,2398,12,112Gbps,20ns
12,7,2399,12,112Gbps,20ns
12,8,2400,12,112Gbps,20ns
12,9,2401,12,112Gbps,20ns
12,10,2402,12,112Gbps,20ns
12,11,2403,12,112Gbps,20ns
12,12,2404,12,112Gbps,20ns
12,13,2405,12,112Gbps,20ns
12,14,2406,12,112Gbps,20ns
12,15,2407,12,112Gbps,20ns
12,16,2408,12,112Gbps,20ns
12,17,2409,12,112Gbps,20ns
12,18,2410,12,112Gbps,20ns
12,19,2411,12,112Gbps,20ns
12,20,2412,12,112Gbps,20ns
12,21,2413,12,112Gbps,20ns
12,22,2414,12,112Gbps,20ns
12,23,2415,12,112Gbps,20ns
12,24,2416,12,112Gbps,20ns
12,25,2417,12,112Gbps,20ns
13,0,2055,1,400Gbps,20ns
13,1,1374,1,400Gbps,20ns
13,2,2394,13,112Gbps,20ns
13,3,2395,13,112Gbps,20ns
13,4,2396,13,112Gbps,20ns
13,5,2397,13,112Gbps,20ns
13,6,2398,13,112Gbps,20ns
13,7,2399,13,112Gbps,20ns
13,8,2400,13,112Gbps,20ns
13,9,2401,13,112Gbps,20ns
13,10,2402,13,112Gbps,20ns
13,11,2403,13,112Gbps,20ns
13,12,2404,13,112Gbps,20ns
13,13,2405,13,112Gbps,20ns
13,14,2406,13,112Gbps,20ns
13,15,2407,13,112Gbps,20ns
13,16,2408,13,112Gbps,20ns
13,17,2409,13,112Gbps,20ns
13,18,2410,13,112Gbps,20ns
13,19,2411,13,112Gbps,20ns
13,20,2412,13,112Gbps,20ns
13,21,2413,13,112Gbps,20ns
13,22,2414,13,112Gbps,20ns
13,23,2415,13,112Gbps,20ns
13,24,2416,13,112Gbps,20ns
13,25,2417,13,112Gbps,20ns
14,0,2055,2,400Gbps,20ns
14,1,1375,0,400Gbps,20ns
14,2,2394,14,112Gbps,20ns
14,3,2395,14,112Gbps,20ns
14,4,2396,14,112Gbps,20ns
14,5,2397,14,112Gbps,20ns
14,6,2398,14,112Gbps,20ns
14,7,2399,14,112Gbps,20ns
14,8,2400,14,112Gbps,20ns
14,9,2401,14,112Gbps,20ns
14,10,2402,14,112Gbps,20ns
14,11,2403,14,112Gbps,20ns
14,12,2404,14,112Gbps,20ns
14,13,2405,14,112Gbps,20ns
14,14,2406,14,112Gbps,20ns
14,15,2407,14,112Gbps,20ns
14,16,2408,14,112Gbps,20ns
14,17,2409,14,112Gbps,20ns
14,18,2410,14,112Gbps,20ns
14,19,2411,14,112Gbps,20ns
14,20,2412,14,112Gbps,20ns
14,21,2413,14,112Gbps,20ns
14,22,2414,14,112Gbps,20ns
14,23,2415,14,112Gbps,20ns
14,24,2416,14,112Gbps,20ns
14,25,2417,14,112Gbps,20ns
15,0,2055,3,400Gbps,20ns
15,1,1375,1,400Gbps,20ns
15,2,2394,15,112Gbps,20ns
15,3,2395,15,112Gbps,20ns
15,4,2396,15,112Gbps,20ns
15,5,2397,15,112Gbps,20ns
15,6,2398,15,112Gbps,20ns
15,7,2399,15,112Gbps,20ns
15,8,2400,15,112Gbps,20ns
15,9,2401,15,112Gbps,20ns
15,10,2402,15,112Gbps,20ns
15,11,2403,15,112Gbps,20ns
15,12,2404,15,112Gbps,20ns
15,13,2405,15,112Gbps,20ns
15,14,2406,15,112Gbps,20ns
15,15,2407,15,112Gbps,20ns
15,16,2408,15,112Gbps,20ns
15,17,2409,15,112Gbps,20ns
15,18,2410,15,112Gbps,20ns
15,19,2411,15,112Gbps,20ns
15,20,2412,15,112Gbps,20ns
15,21,2413,15,112Gbps,20ns
15,22,2414,15,112Gbps,20ns
15,23,2415,15,112Gbps,20ns
15,24,2416,15,112Gbps,20ns
15,25,2417,15,112Gbps,20ns
16,0,2056,0,400Gbps,20ns
16,1,1376,0,400Gbps,20ns
16,2,2394,16,112Gbps,20ns
16,3,2395,16,112Gbps,20ns
16,4,2396,16,112Gbps,20ns
16,5,2397,16,112Gbps,20ns
16,6,2398,16,112Gbps,20ns
16,7,2399,16,112Gbps,20ns
16,8,2400,16,112Gbps,20ns
16,9,2401,16,112Gbps,20ns
16,10,2402,16,112Gbps,20ns
16,11,2403,16,112Gbps,20ns
16,12,2404,16,112Gbps,20ns
16,13,2405,16,112Gbps,20ns
16,14,2406,16,112Gbps,20ns
16,15,2407,16,112Gbps,20ns
16,16,2408,16,112Gbps,20ns
16,17,2409,16,112Gbps,20ns
16,18,2410,16,112Gbps,20ns
16,19,2411,16,112Gbps,20ns
16,20,2412,16,112Gbps,20ns
16,21,2413,16,112Gbps,20ns
16,22,2414,16,112Gbps,20ns
16,23,2415,16,112Gbps,20ns
16,24,2416,16,112Gbps,20ns
16,25,2417,16,112Gbps,20ns
17,0,2056,1,400Gbps,20ns
17,1,1376,1,400Gbps,20ns
17,2,2394,17,112Gbps,20ns
17,3,2395,17,112Gbps,20ns
17,4,2396,17,112Gbps,20ns
17,5,2397,17,112Gbps,20ns
17,6,2398,17,112Gbps,20ns
17,7,2399,17,112Gbps,20ns
17,8,2400,17,112Gbps,20ns
17,9,2401,17,112Gbps,20ns
17,10,2402,17,112Gbps,20ns
17,11,2403,17,112Gbps,20ns
17,12,2404,17,112Gbps,20ns
17,13,2405,17,112Gbps,20ns
17,14,2406,17,112Gbps,20ns
17,15,2407,17,112Gbps,20ns
17,16,2408,17,112Gbps,20ns
17,17,2409,17,112Gbps,20ns
17,18,2410,17,112Gbps,20ns
17,19,2411,17,112Gbps,20ns
17,20,2412,17,112Gbps,20ns
17,21,2413,17,112Gbps,20ns
17,22,2414,17,112Gbps,20ns
17,23,2415,17,112Gbps,20ns
17,24,2416,17,112Gbps,20ns
17,25,2417,17,112Gbps,20ns
18,0,2056,2,400Gbps,20ns
18,1,1377,0,400Gbps,20ns
18,2,2394,18,112Gbps,20ns
18,3,2395,18,112Gbps,20ns
18,4,2396,18,112Gbps,20ns
18,5,2397,18,112Gbps,20ns
18,6,2398,18,112Gbps,20ns
18,7,2399,18,112Gbps,20ns
18,8,2400,18,112Gbps,20ns
18,9,2401,18,112Gbps,20ns
18,10,2402,18,112Gbps,20ns
18,11,2403,18,112Gbps,20ns
18,12,2404,18,112Gbps,20ns
18,13,2405,18,112Gbps,20ns
18,14,2406,18,112Gbps,20ns
18,15,2407,18,112Gbps,20ns
18,16,2408,18,112Gbps,20ns
18,17,2409,18,112Gbps,20ns
18,18,2410,18,112Gbps,20ns
18,19,2411,18,112Gbps,20ns
18,20,2412,18,112Gbps,20ns
18,21,2413,18,112Gbps,20ns
18,22,2414,18,112Gbps,20ns
18,23,2415,18,112Gbps,20ns
18,24,2416,18,112Gbps,20ns
18,25,2417,18,112Gbps,20ns
19,0,2056,3,400Gbps,20ns
19,1,1377,1,400Gbps,20ns
19,2,2394,19,112Gbps,20ns
19,3,2395,19,112Gbps,20ns
19,4,2396,19,112Gbps,20ns
19,5,2397,19,112Gbps,20ns
19,6,2398,19,112Gbps,20ns
19,7,2399,19,112Gbps,20ns
19,8,2400,19,112Gbps,20ns
19,9,2401,19,112Gbps,20ns
19,10,2402,19,112Gbps,20ns
19,11,2403,19,112Gbps,20ns
19,12,2404,19,112Gbps,20ns
19,13,2405,19,112Gbps,20ns
19,14,2406,19,112Gbps,20ns
19,15,2407,19,112Gbps,20ns
19,16,2408,19,112Gbps,20ns
19,17,2409,19,112Gbps,20ns
19,18,2410,19,112Gbps,20ns
19,19,2411,19,112Gbps,20ns
19,20,2412,19,112Gbps,20ns
19,21,2413,19,112Gbps,20ns
19,22,2414,19,112Gbps,20ns
19,23,2415,19,112Gbps,20ns
19,24,2416,19,112Gbps,20ns
19,25,2417,19,112Gbps,20ns
20,0,2057,0,400Gbps,20ns
20,1,1378,0,400Gbps,20ns
20,2,2394,20,112Gbps,20ns
20,3,2395,20,112Gbps,20ns
20,4,2396,20,112Gbps,20ns
20,5,2397,20,112Gbps,20ns
20,6,2398,20,112Gbps,20ns
20,7,2399,20,112Gbps,20ns
20,8,2400,20,112Gbps,20ns
20,9,2401,20,112Gbps,20ns
20,10,2402,20,112Gbps,20ns
20,11,2403,20,112Gbps,20ns
20,12,2404,20,112Gbps,20ns
20,13,2405,20,112Gbps,20ns
20,14,2406,20,112Gbps,20ns
20,15,2407,20,112Gbps,20ns
20,16,2408,20,112Gbps,20ns
20,17,2409,20,112Gbps,20ns
20,18,2410,20,112Gbps,20ns
20,19,2411,20,112Gbps,20ns
20,20,2412,20,112Gbps,20ns
20,21,2413,20,112Gbps,20ns
20,22,2414,20,112Gbps,20ns
20,23,2415,20,112Gbps,20ns
20,24,2416,20,112Gbps,20ns
20,25,2417,20,112Gbps,20ns
21,0,2057,1,400Gbps,20ns
21,1,1378,1,400Gbps,20ns
21,2,2394,21,112Gbps,20ns
21,3,2395,21,112Gbps,20ns
21,4,2396,21,112Gbps,20ns
21,5,2397,21,112Gbps,20ns
21,6,2398,21,112Gbps,20ns
21,7,2399,21,112Gbps,20ns
21,8,2400,21,112Gbps,20ns
21,9,2401,21,112Gbps,20ns
21,10,2402,21,112Gbps,20ns
21,11,2403,21,112Gbps,20ns
21,12,2404,21,112Gbps,20ns
21,13,2405,21,112Gbps,20ns
21,14,2406,21,112Gbps,20ns
21,15,2407,21,112Gbps,20ns
21,16,2408,21,112Gbps,20ns
21,17,2409,21,112Gbps,20ns
21,18,2410,21,112Gbps,20ns
21,19,2411,21,112Gbps,20ns
21,20,2412,21,112Gbps,20ns
21,21,2413,21,112Gbps,20ns
21,22,2414,21,112Gbps,20ns
21,23,2415,21,112Gbps,20ns
